A8O17_RS05005,locus_tag.d6,start,end,strand,locus_tag.168
NZ_CP015975.1,A8O17_RS10485,2015196,2015378,-,BSU_21960
NZ_CP015975.1,A8O17_RS10490,2015371,2016051,-,BSU_21970
NZ_CP015975.1,A8O17_RS10495,2016134,2016823,+,BSU_21980
NZ_CP015975.1,A8O17_RS10500,2016823,2017221,+,BSU_21990
NZ_CP015975.1,A8O17_RS10505,2017263,2017391,+,BSU_22000
NZ_CP015975.1,A8O17_RS10510,2017399,2018289,-,BSU_22010
NZ_CP015975.1,A8O17_RS10520,2018390,2018536,-,BSU_22019
NZ_CP015975.1,A8O17_RS10525,2018611,2018868,-,BSU_22020
NZ_CP015975.1,A8O17_RS10530,2018933,2022514,-,BSU_22030
NZ_CP015975.1,A8O17_RS20480,2022690,2022779,-,BSU_22036
NZ_CP015975.1,A8O17_RS10535,2022850,2023356,-,BSU_22040
NZ_CP015975.1,A8O17_RS10540,2023360,2024475,-,BSU_22050
NZ_CP015975.1,A8O17_RS10545,2024531,2025847,-,BSU_22060
NZ_CP015975.1,A8O17_RS10550,2025844,2026428,-,BSU_22070
NZ_CP015975.1,A8O17_RS10555,2026759,2028264,-,BSU_22080
NZ_CP015975.1,A8O17_RS10560,2028376,2029368,-,BSU_22090
NZ_CP015975.1,A8O17_RS10565,2029413,2030003,-,BSU_22100
NZ_CP015975.1,A8O17_RS10570,2030005,2030979,-,BSU_22110
NZ_CP015975.1,A8O17_RS10575,2031017,2032036,-,BSU_22120
NZ_CP015975.1,A8O17_RS10580,2032258,2033085,+,BSU_22130
NZ_CP015975.1,A8O17_RS10585,2033087,2033851,+,BSU_22140
NZ_CP015975.1,A8O17_RS10590,2033892,2035817,-,BSU_22150
NZ_CP015975.1,A8O17_RS10595,2035919,2036110,-,BSU_22160
NZ_CP015975.1,A8O17_RS20485,2036274,2036426,+,BSU_22169
NZ_CP015975.1,A8O17_RS10600,2036479,2037636,-,BSU_22170
NZ_CP015975.1,A8O17_RS10610,2038183,2038479,-,BSU_22180
NZ_CP015975.1,A8O17_RS10615,2038557,2039186,-,BSU_22190
NZ_CP015975.1,A8O17_RS20490,2039188,2039415,-,BSU_22200
NZ_CP015975.1,A8O17_RS20875,2039499,2039627,-,BSU_22205
NZ_CP015975.1,A8O17_RS10625,2039728,2040969,-,BSU_22210
NZ_CP015975.1,A8O17_RS10630,2040985,2043234,-,BSU_22220
NZ_CP015975.1,A8O17_RS10635,2043337,2043843,-,BSU_22230
NZ_CP015975.1,A8O17_RS10640,2043981,2044400,+,BSU_22240
NZ_CP015975.1,A8O17_RS10645,2044421,2044798,-,BSU_22250
NZ_CP015975.1,A8O17_RS10650,2044986,2045174,+,BSU_22260
NZ_CP015975.1,A8O17_RS10655,2045213,2045584,-,BSU_22270
NZ_CP015975.1,A8O17_RS10660,2045630,2045875,-,BSU_22280
NZ_CP015975.1,A8O17_RS10665,2046074,2046178,+,BSU_22290
NZ_CP015975.1,A8O17_RS10670,2046203,2047165,-,BSU_22300
NZ_CP015975.1,A8O17_RS10675,2047206,2047826,+,BSU_22310
NZ_CP015975.1,A8O17_RS10680,2047848,2050592,+,BSU_22320
NZ_CP015975.1,A8O17_RS10685,2050668,2051162,-,BSU_22330
NZ_CP015975.1,A8O17_RS10690,2051159,2051818,-,BSU_22340
NZ_CP015975.1,A8O17_RS10695,2051837,2052535,-,BSU_22350
NZ_CP015975.1,A8O17_RS10700,2052628,2053920,-,BSU_22360
NZ_CP015975.1,A8O17_RS10705,2054064,2055245,-,BSU_22370
NZ_CP015975.1,A8O17_RS10710,2055268,2055753,-,BSU_22380
NZ_CP015975.1,A8O17_RS10715,2055762,2055932,-,BSU_22390
NZ_CP015975.1,A8O17_RS10720,2056075,2058870,-,BSU_22400
NZ_CP015975.1,A8O17_RS10725,2058996,2059379,-,BSU_22410
NZ_CP015975.1,A8O17_RS10730,2059381,2060241,-,BSU_22420
NZ_CP015975.1,A8O17_RS10735,2060243,2061076,-,BSU_22430
NZ_CP015975.1,A8O17_RS10740,2061322,2062299,-,BSU_22440
NZ_CP015975.1,A8O17_RS10745,2062284,2063477,-,BSU_22450
NZ_CP015975.1,A8O17_RS10750,2063482,2064615,-,BSU_22460
NZ_CP015975.1,A8O17_RS10755,2064612,2065322,-,BSU_22470
NZ_CP015975.1,A8O17_RS10760,2065315,2065728,-,BSU_22480
NZ_CP015975.1,A8O17_RS10765,2065744,2066547,-,BSU_22490
NZ_CP015975.1,A8O17_RS10770,2066559,2066894,-,BSU_22500
NZ_CP015975.1,A8O17_RS10775,2067034,2067906,+,BSU_22510
NZ_CP015975.1,A8O17_RS10780,2067948,2068742,-,BSU_22520
NZ_CP015975.1,A8O17_RS10785,2068811,2069368,-,BSU_22530
NZ_CP015975.1,A8O17_RS10790,2069515,2070282,-,BSU_22540
NZ_CP015975.1,A8O17_RS10795,2070317,2070991,-,BSU_22550
NZ_CP015975.1,A8O17_RS10800,2070993,2071496,-,BSU_22560
NZ_CP015975.1,A8O17_RS10805,2071639,2072085,-,BSU_22570
NZ_CP015975.1,A8O17_RS10810,2072140,2072679,-,BSU_22580
NZ_CP015975.1,A8O17_RS10815,2072751,2074022,-,BSU_22590
NZ_CP015975.1,A8O17_RS10820,2074358,2075644,-,BSU_22600
NZ_CP015975.1,A8O17_RS10825,2075655,2076770,-,BSU_22610
NZ_CP015975.1,A8O17_RS10830,2076819,2077901,-,BSU_22620
NZ_CP015975.1,A8O17_RS10835,2077912,2078715,-,BSU_22630
NZ_CP015975.1,A8O17_RS10840,2078708,2079910,-,BSU_22640
NZ_CP015975.1,A8O17_RS10845,2079891,2080538,-,BSU_22650
NZ_CP015975.1,A8O17_RS10850,2080543,2081292,-,BSU_22660
NZ_CP015975.1,A8O17_RS10855,2081285,2082301,-,BSU_22670
NZ_CP015975.1,A8O17_RS10860,2082273,2083820,-,BSU_22680
NZ_CP015975.1,A8O17_RS10865,2084036,2084419,-,BSU_22690
NZ_CP015975.1,A8O17_RS10870,2084416,2085504,-,BSU_22700
NZ_CP015975.1,A8O17_RS10875,2085504,2086676,-,BSU_22710
NZ_CP015975.1,A8O17_RS10880,2086751,2087521,-,BSU_22720
NZ_CP015975.1,A8O17_RS10890,2087758,2088207,-,BSU_22730
NZ_CP015975.1,A8O17_RS10895,2088323,2089369,-,BSU_22740
NZ_CP015975.1,A8O17_RS10900,2089311,2090012,-,BSU_22750
NZ_CP015975.1,A8O17_RS10905,2090019,2090774,-,BSU_22760
NZ_CP015975.1,A8O17_RS10910,2090938,2091165,-,BSU_22770
NZ_CP015975.1,A8O17_RS10915,2091187,2091759,-,BSU_22780
NZ_CP015975.1,A8O17_RS10920,2091947,2092225,-,BSU_22790
NZ_CP015975.1,A8O17_RS10925,2092599,2094077,-,BSU_22800
NZ_CP015975.1,A8O17_RS10930,2094258,2094992,-,BSU_22810
NZ_CP015975.1,A8O17_RS10935,2095014,2095217,-,BSU_22820
NZ_CP015975.1,A8O17_RS10940,2095555,2096592,-,BSU_22830
NZ_CP015975.1,A8O17_RS10945,2096610,2097920,-,BSU_22840
NZ_CP015975.1,A8O17_RS10950,2098074,2098268,-,BSU_22849
NZ_CP015975.1,A8O17_RS10955,2098265,2099158,-,BSU_22850
NZ_CP015975.1,A8O17_RS10960,2099155,2099754,-,BSU_22860
NZ_CP015975.1,A8O17_RS10965,2099832,2099963,+,BSU_22869
NZ_CP015975.1,A8O17_RS10970,2100006,2101055,-,BSU_22870
NZ_CP015975.1,A8O17_RS10975,2101068,2102216,-,BSU_22880
NZ_CP015975.1,A8O17_RS10980,2102449,2103123,-,BSU_22890
NZ_CP015975.1,A8O17_RS10985,2103202,2103378,-,BSU_22900
NZ_CP015975.1,A8O17_RS10990,2103423,2104076,-,BSU_22910
NZ_CP015975.1,A8O17_RS10995,2104169,2105521,-,BSU_22920
NZ_CP015975.1,A8O17_RS11000,2105556,2106473,-,BSU_22930
NZ_CP015975.1,A8O17_RS11005,2106612,2107268,-,BSU_22940
NZ_CP015975.1,A8O17_RS11010,2107388,2108362,-,BSU_22950
NZ_CP015975.1,A8O17_RS11015,2108471,2109754,-,BSU_22960
NZ_CP015975.1,A8O17_RS11020,2109910,2110494,-,BSU_22970
NZ_CP015975.1,A8O17_RS11025,2110653,2111432,-,BSU_22980
NZ_CP015975.1,A8O17_RS11030,2111518,2111961,-,BSU_22990
NZ_CP015975.1,A8O17_RS11035,2112024,2112746,-,BSU_23000
NZ_CP015975.1,A8O17_RS11040,2112697,2113266,-,BSU_23010
NZ_CP015975.1,A8O17_RS11045,2113326,2114816,-,BSU_23020
NZ_CP015975.1,A8O17_RS11050,2114809,2115867,-,BSU_23030
NZ_CP015975.1,A8O17_RS11055,2116133,2116381,+,BSU_23040
NZ_CP015975.1,A8O17_RS11060,2116421,2116993,-,BSU_23050
NZ_CP015975.1,A8O17_RS11065,2117490,2119067,+,BSU_23070
NZ_CP015975.1,A8O17_RS11070,2119110,2119877,-,BSU_23080
NZ_CP015975.1,A8O17_RS11075,2119989,2121095,-,BSU_23090
NZ_CP015975.1,A8O17_RS11080,2121031,2121615,-,BSU_23100
NZ_CP015975.1,A8O17_RS11085,2121819,2123588,-,BSU_23110
NZ_CP015975.1,A8O17_RS11090,2123585,2124307,-,BSU_23120
NZ_CP015975.1,A8O17_RS11095,2124388,2125563,-,BSU_23130
NZ_CP015975.1,A8O17_RS11100,2125583,2127211,-,BSU_23140
NZ_CP015975.1,A8O17_RS11105,2127208,2127747,-,BSU_23150
NZ_CP015975.1,A8O17_RS11110,2127842,2128576,-,BSU_23160
NZ_CP015975.1,A8O17_RS11115,2128668,2129204,-,BSU_23170
NZ_CP015975.1,A8O17_RS11120,2129209,2129799,-,BSU_23180
NZ_CP015975.1,A8O17_RS11125,2129787,2130935,-,BSU_23190
NZ_CP015975.1,A8O17_RS11130,2131058,2131597,-,BSU_23200
NZ_CP015975.1,A8O17_RS11135,2131652,2132245,-,BSU_23210
NZ_CP015975.1,A8O17_RS11140,2132235,2132990,-,BSU_23220
NZ_CP015975.1,A8O17_RS11145,2133271,2133795,+,BSU_23230
NZ_CP015975.1,A8O17_RS11150,2133809,2134183,-,BSU_23240
NZ_CP015975.1,A8O17_RS11155,2134296,2134760,-,BSU_23250
NZ_CP015975.1,A8O17_RS11160,2134793,2135989,-,BSU_23260
NZ_CP015975.1,A8O17_RS11165,2136004,2136651,-,BSU_23270
NZ_CP015975.1,A8O17_RS11170,2136662,2137747,-,BSU_23280
NZ_CP015975.1,A8O17_RS11175,2138141,2138485,-,BSU_23300
NZ_CP015975.1,A8O17_RS11180,2138720,2139274,-,BSU_23310
NZ_CP015975.1,A8O17_RS20495,2139541,2139777,+,BSU_23320
NZ_CP015975.1,A8O17_RS11185,2139720,2139926,-,BSU_23328
NZ_CP015975.1,A8O17_RS11195,2140547,2140750,-,BSU_23340
NZ_CP015975.1,A8O17_RS11205,2141416,2141628,+,BSU_23350
NZ_CP015975.1,A8O17_RS11210,2141764,2142195,-,BSU_23360
NZ_CP015975.1,A8O17_RS11215,2142449,2143321,+,BSU_23370
NZ_CP015975.1,A8O17_RS11220,2143351,2144670,-,BSU_23380
NZ_CP015975.1,A8O17_RS11225,2144776,2146257,-,BSU_23390
NZ_CP015975.1,A8O17_RS11230,2146208,2146819,-,BSU_23401
NZ_CP015975.1,A8O17_RS11235,2146827,2147177,-,BSU_23402
NZ_CP015975.1,A8O17_RS11240,2147179,2148195,-,BSU_23410
NZ_CP015975.1,A8O17_RS11245,2148208,2148660,-,BSU_23420
NZ_CP015975.1,A8O17_RS11250,2148673,2149098,-,BSU_23430
NZ_CP015975.1,A8O17_RS11255,2149088,2149708,-,BSU_23440
NZ_CP015975.1,A8O17_RS11260,2149833,2150600,-,BSU_23450
NZ_CP015975.1,A8O17_RS11265,2150612,2151052,-,BSU_23460
NZ_CP015975.1,A8O17_RS11270,2151049,2151402,-,BSU_23470
NZ_CP015975.1,A8O17_RS11275,2151498,2152667,-,BSU_23480
NZ_CP015975.1,A8O17_RS11280,2152822,2153637,-,BSU_23490
NZ_CP015975.1,A8O17_RS11285,2153650,2154834,-,BSU_23500
NZ_CP015975.1,A8O17_RS11290,2154995,2155885,-,BSU_23510
NZ_CP015975.1,A8O17_RS11295,2155893,2156120,-,BSU_23519
NZ_CP015975.1,A8O17_RS11300,2156245,2156694,-,BSU_23520
NZ_CP015975.1,A8O17_RS11305,2156807,2157451,-,BSU_23530
NZ_CP015975.1,A8O17_RS11310,2157552,2157767,-,BSU_23540
NZ_CP015975.1,A8O17_RS11315,2157867,2159186,-,BSU_23550
NZ_CP015975.1,A8O17_RS11320,2159204,2160610,-,BSU_23560
NZ_CP015975.1,A8O17_RS11325,2160751,2162178,-,BSU_23570
NZ_CP015975.1,A8O17_RS11330,2162223,2163212,-,BSU_23580
NZ_CP015975.1,A8O17_RS11335,2163394,2163744,+,BSU_23590
NZ_CP015975.1,A8O17_RS11340,2163753,2164916,-,BSU_23600
NZ_CP015975.1,A8O17_RS11345,2164913,2165470,-,BSU_23610
NZ_CP015975.1,A8O17_RS11350,2165545,2165667,+,BSU_23616
NZ_CP015975.1,A8O17_RS11355,2165730,2166650,+,BSU_23620
NZ_CP015975.1,A8O17_RS11360,2166682,2166906,-,BSU_23630
NZ_CP015975.1,A8O17_RS11365,2167068,2167985,+,BSU_23640
NZ_CP015975.1,A8O17_RS11370,2168025,2168264,-,BSU_23650
NZ_CP015975.1,A8O17_RS11375,2168277,2168600,-,BSU_23660
NZ_CP015975.1,A8O17_RS11380,2168597,2169628,-,BSU_23670
NZ_CP015975.1,A8O17_RS11385,2169621,2169965,-,BSU_23680
NZ_CP015975.1,A8O17_RS11390,2169975,2170445,-,BSU_23690
NZ_CP015975.1,A8O17_RS11395,2170631,2170969,-,BSU_23700
NZ_CP015975.1,A8O17_RS11400,2170966,2172204,-,BSU_23710
NZ_CP015975.1,A8O17_RS11405,2172370,2172576,+,BSU_23720
NZ_CP015975.1,A8O17_RS11410,2173125,2174357,+,BSU_23730
NZ_CP015975.1,A8O17_RS11420,2174563,2174949,-,BSU_23750
NZ_CP015975.1,A8O17_RS11425,2174953,2175912,-,BSU_23760
NZ_CP015975.1,A8O17_RS11430,2175984,2177330,-,BSU_23770
NZ_CP015975.1,A8O17_RS11435,2177406,2178185,-,BSU_23780
NZ_CP015975.1,A8O17_RS11440,2178191,2179150,-,BSU_23790
NZ_CP015975.1,A8O17_RS11445,2179555,2180391,+,BSU_23800
NZ_CP015975.1,A8O17_RS11450,2180432,2182075,-,BSU_23810
NZ_CP015975.1,A8O17_RS11455,2182247,2183263,+,BSU_23820
NZ_CP015975.1,A8O17_RS11460,2183373,2184134,+,BSU_23830
NZ_CP015975.1,A8O17_RS20510,2184178,2184328,-,new_2477758_2477958_c
NZ_CP015975.1,A8O17_RS11465,2184410,2185333,-,BSU_23840
NZ_CP015975.1,A8O17_RS11470,2185560,2187029,+,BSU_23850
NZ_CP015975.1,A8O17_RS11475,2187152,2188561,-,BSU_23860
NZ_CP015975.1,A8O17_RS11480,2188671,2189915,-,BSU_23870
NZ_CP015975.1,A8O17_RS11485,2189988,2190275,+,BSU_23880
NZ_CP015975.1,A8O17_RS11490,2190306,2191133,+,BSU_23890
NZ_CP015975.1,A8O17_RS11495,2191313,2192041,+,BSU_23900
NZ_CP015975.1,A8O17_RS11500,2192082,2193197,-,BSU_23910
NZ_CP015975.1,A8O17_RS11505,2193215,2194738,-,BSU_23920
NZ_CP015975.1,A8O17_RS11510,2194731,2195153,-,BSU_23930
NZ_CP015975.1,A8O17_RS20880,2195243,2195335,+,new_2488815_2488968
NZ_CP015975.1,A8O17_RS11520,2195355,2195885,-,BSU_23940
NZ_CP015975.1,A8O17_RS11525,2195937,2196905,-,BSU_23950
NZ_CP015975.1,A8O17_RS11530,2196976,2197698,-,BSU_23960
NZ_CP015975.1,A8O17_RS11535,2197691,2198350,-,BSU_23970
NZ_CP015975.1,A8O17_RS11540,2198431,2199198,-,BSU_23980
NZ_CP015975.1,A8O17_RS11545,2199466,2199903,-,BSU_23990
NZ_CP015975.1,A8O17_RS11550,2200064,2200957,+,BSU_24000
NZ_CP015975.1,A8O17_RS11555,2201058,2202227,+,BSU_24010
NZ_CP015975.1,A8O17_RS11560,2202300,2203136,+,BSU_24020
NZ_CP015975.1,A8O17_RS11565,2203198,2204472,-,BSU_24030
NZ_CP015975.1,A8O17_RS11570,2204495,2205478,-,BSU_24040
NZ_CP015975.1,A8O17_RS20885,2205492,2206484,-,BSU_24050
NZ_CP015975.1,A8O17_RS20890,2206506,2207930,-,BSU_24060
NZ_CP015975.1,A8O17_RS11585,2207951,2209042,-,BSU_24070
NZ_CP015975.1,A8O17_RS11590,2209061,2210155,-,BSU_24080
NZ_CP015975.1,A8O17_RS11595,2210167,2211066,-,BSU_24090
NZ_CP015975.1,A8O17_RS11600,2211191,2213269,-,BSU_24100
NZ_CP015975.1,A8O17_RS11605,2213422,2213658,+,BSU_24110
NZ_CP015975.1,A8O17_RS11610,2213700,2214605,-,BSU_24120
NZ_CP015975.1,A8O17_RS11615,2214623,2216041,-,BSU_24130
NZ_CP015975.1,A8O17_RS11620,2216056,2217174,-,BSU_24140
NZ_CP015975.1,A8O17_RS11625,2217208,2218347,-,BSU_24150
NZ_CP015975.1,A8O17_RS11630,2218375,2219238,-,BSU_24160
NZ_CP015975.1,A8O17_RS11635,2219263,2220444,-,BSU_24170
NZ_CP015975.1,A8O17_RS11640,2220571,2221302,-,BSU_24180
NZ_CP015975.1,A8O17_RS11645,2221381,2222001,-,BSU_24190
NZ_CP015975.1,A8O17_RS11650,2222016,2222309,-,BSU_24200
NZ_CP015975.1,A8O17_RS20895,2222617,2222769,+,BSU_24205
NZ_CP015975.1,A8O17_RS11660,2222842,2223960,+,BSU_24210
NZ_CP015975.1,A8O17_RS11670,2224425,2225228,-,BSU_24220
NZ_CP015975.1,A8O17_RS11680,2225504,2226784,-,BSU_24230
NZ_CP015975.1,A8O17_RS11685,2226959,2228689,-,BSU_24240
NZ_CP015975.1,A8O17_RS11690,2228726,2229175,-,BSU_24250
NZ_CP015975.1,A8O17_RS11695,2229273,2230118,-,BSU_24260
NZ_CP015975.1,A8O17_RS11700,2230115,2232016,-,BSU_24270
NZ_CP015975.1,A8O17_RS11705,2232191,2233081,-,BSU_24280
NZ_CP015975.1,A8O17_RS11710,2233071,2233325,-,BSU_24290
NZ_CP015975.1,A8O17_RS11715,2233322,2234668,-,BSU_24300
NZ_CP015975.1,A8O17_RS11720,2234806,2235657,-,BSU_24310
NZ_CP015975.1,A8O17_RS11725,2235669,2236064,-,BSU_24320
NZ_CP015975.1,A8O17_RS11730,2236328,2236735,-,BSU_24330
NZ_CP015975.1,A8O17_RS11735,2236756,2238108,-,BSU_24340
NZ_CP015975.1,A8O17_RS11740,2238120,2238599,-,BSU_24350
NZ_CP015975.1,A8O17_RS11745,2238755,2239411,-,BSU_24360
NZ_CP015975.1,A8O17_RS11750,2239412,2240101,-,BSU_24370
NZ_CP015975.1,A8O17_RS11755,2240094,2240714,-,BSU_24380
NZ_CP015975.1,A8O17_RS11760,2240728,2241927,-,BSU_24390
NZ_CP015975.1,A8O17_RS11765,2241946,2242347,-,BSU_24400
NZ_CP015975.1,A8O17_RS11770,2242354,2242560,-,BSU_24410
NZ_CP015975.1,A8O17_RS11775,2242583,2243098,-,BSU_24420
NZ_CP015975.1,A8O17_RS11780,2243092,2244015,-,BSU_24430
NZ_CP015975.1,A8O17_RS11785,2244091,2244372,-,BSU_24440
NZ_CP015975.1,A8O17_RS11790,2244517,2245074,-,BSU_24450
NZ_CP015975.1,A8O17_RS11795,2245099,2246160,-,BSU_24460
NZ_CP015975.1,A8O17_RS11800,2246157,2246603,-,BSU_24470
NZ_CP015975.1,A8O17_RS11805,2246690,2247226,-,BSU_24480
NZ_CP015975.1,A8O17_RS11810,2247453,2248409,+,BSU_24490
NZ_CP015975.1,A8O17_RS11815,2248449,2248844,+,BSU_24500
NZ_CP015975.1,A8O17_RS11820,2248841,2249716,-,BSU_24510
NZ_CP015975.1,A8O17_RS11825,2249842,2250270,-,BSU_24520
NZ_CP015975.1,A8O17_RS11830,2250370,2251206,-,BSU_24530
NZ_CP015975.1,A8O17_RS11835,2251397,2251777,+,BSU_24540
NZ_CP015975.1,A8O17_RS11840,2251812,2253278,-,BSU_24550
NZ_CP015975.1,A8O17_RS11845,2253271,2254617,-,BSU_24560
NZ_CP015975.1,A8O17_RS11850,2254647,2255735,-,BSU_24570
NZ_CP015975.1,A8O17_RS11855,2256177,2257850,+,BSU_24580
NZ_CP015975.1,A8O17_RS11860,2257871,2258665,+,BSU_24590
NZ_CP015975.1,A8O17_RS11865,2258848,2259021,+,BSU_24600
NZ_CP015975.1,A8O17_RS11870,2259055,2259390,+,BSU_24610
NZ_CP015975.1,A8O17_RS11875,2259483,2260268,-,BSU_24620
NZ_CP015975.1,A8O17_RS11880,2260332,2260904,-,BSU_24630
NZ_CP015975.1,A8O17_RS11885,2260888,2261649,-,BSU_24640
NZ_CP015975.1,A8O17_RS11890,2261921,2262247,+,BSU_24650
NZ_CP015975.1,A8O17_RS11895,2262289,2262468,-,BSU_24660
NZ_CP015975.1,A8O17_RS11900,2262539,2262913,-,BSU_24670
NZ_CP015975.1,A8O17_RS11905,2262914,2263297,-,BSU_24680
NZ_CP015975.1,A8O17_RS11910,2263323,2263670,-,BSU_24690
NZ_CP015975.1,A8O17_RS11915,2263654,2264085,-,BSU_24700
NZ_CP015975.1,A8O17_RS11920,2264075,2264371,-,BSU_24710
NZ_CP015975.1,A8O17_RS11925,2264385,2265422,-,BSU_24720
NZ_CP015975.1,A8O17_RS11930,2265409,2266479,-,BSU_24730
NZ_CP015975.1,A8O17_RS11940,2266891,2267844,-,BSU_24740
NZ_CP015975.1,A8O17_RS11945,2267987,2269315,+,BSU_24750
NZ_CP015975.1,A8O17_RS11950,2269368,2270204,-,BSU_24760
NZ_CP015975.1,A8O17_RS11960,2270428,2270808,-,BSU_24770
NZ_CP015975.1,A8O17_RS11965,2271040,2271285,+,BSU_24780
NZ_CP015975.1,A8O17_RS11970,2271325,2271960,-,BSU_24790
NZ_CP015975.1,A8O17_RS11975,2272117,2272290,+,BSU_24800
NZ_CP015975.1,A8O17_RS11980,2272322,2272636,-,BSU_24810
NZ_CP015975.1,A8O17_RS11985,2272639,2273700,-,BSU_24820
NZ_CP015975.1,A8O17_RS11990,2273762,2274892,-,BSU_24830
NZ_CP015975.1,A8O17_RS11995,2274975,2276891,-,BSU_24840
NZ_CP015975.1,A8O17_RS12000,2277008,2277973,-,BSU_24850
NZ_CP015975.1,A8O17_RS12005,2277984,2278199,-,BSU_24860
NZ_CP015975.1,A8O17_RS12010,2278309,2279832,-,BSU_24870
NZ_CP015975.1,A8O17_RS12015,2279922,2280095,-,BSU_24880
NZ_CP015975.1,A8O17_RS12020,2280162,2280725,-,BSU_24890
NZ_CP015975.1,A8O17_RS12025,2280810,2280959,-,BSU_24900
NZ_CP015975.1,A8O17_RS12030,2281043,2282122,-,BSU_24910
NZ_CP015975.1,A8O17_RS12035,2282119,2282589,-,BSU_24920
NZ_CP015975.1,A8O17_RS12040,2282769,2283122,+,BSU_24930
NZ_CP015975.1,A8O17_RS12045,2283119,2283583,+,BSU_24940
NZ_CP015975.1,A8O17_RS12050,2283612,2284394,-,BSU_24950
NZ_CP015975.1,A8O17_RS12055,2284405,2285214,-,BSU_24960
NZ_CP015975.1,A8O17_RS12060,2285235,2286119,-,BSU_24970
NZ_CP015975.1,A8O17_RS12065,2286119,2287048,-,BSU_24980
NZ_CP015975.1,A8O17_RS12070,2287117,2288019,-,BSU_24990
NZ_CP015975.1,A8O17_RS12075,2288174,2290324,-,BSU_25000
NZ_CP015975.1,A8O17_RS12080,2290438,2291730,-,BSU_25010
NZ_CP015975.1,A8O17_RS12085,2291837,2292445,-,BSU_25020
NZ_CP015975.1,A8O17_RS12090,2292624,2293106,-,BSU_25030
NZ_CP015975.1,A8O17_RS12095,2293216,2293983,+,BSU_25040
NZ_CP015975.1,A8O17_RS12100,2294399,2294827,-,BSU_25050
NZ_CP015975.1,A8O17_RS12105,2295104,2295403,+,BSU_25060
NZ_CP015975.1,A8O17_RS12110,2295526,2296659,+,BSU_25070
NZ_CP015975.1,A8O17_RS12115,2296685,2297074,-,BSU_25080
NZ_CP015975.1,A8O17_RS12120,2297207,2297788,+,BSU_25090
NZ_CP015975.1,A8O17_RS12125,2297831,2298268,-,BSU_25100
NZ_CP015975.1,A8O17_RS12130,2298406,2299287,-,BSU_25110
NZ_CP015975.1,A8O17_RS12135,2299403,2299657,+,BSU_25120
NZ_CP015975.1,A8O17_RS12140,2299684,2300577,-,BSU_25130
NZ_CP015975.1,A8O17_RS12145,2300587,2301903,-,BSU_25140
NZ_CP015975.1,A8O17_RS12150,2302072,2302815,+,BSU_25150
NZ_CP015975.1,A8O17_RS12155,2302938,2303882,+,BSU_25160
NZ_CP015975.1,A8O17_RS12160,2303905,2305026,-,BSU_25170
NZ_CP015975.1,A8O17_RS12165,2305019,2305708,-,BSU_25180
NZ_CP015975.1,A8O17_RS12170,2305926,2306288,-,BSU_25190
NZ_CP015975.1,A8O17_RS12175,2306617,2307732,-,BSU_25200
NZ_CP015975.1,A8O17_RS12180,2307931,2309742,-,BSU_25210
NZ_CP015975.1,A8O17_RS12185,2309776,2310270,-,BSU_25230
NZ_CP015975.1,A8O17_RS12190,2310524,2311336,-,BSU_25240
NZ_CP015975.1,A8O17_RS12195,2311362,2312000,-,BSU_25250
NZ_CP015975.1,A8O17_RS12200,2312133,2314172,-,BSU_25260
NZ_CP015975.1,A8O17_RS12205,2314165,2315052,-,BSU_25270
NZ_CP015975.1,A8O17_RS12210,2315349,2316116,-,BSU_25280
NZ_CP015975.1,A8O17_RS12215,2316153,2316296,-,BSU_25289
NZ_CP015975.1,A8O17_RS12220,2316444,2317349,-,BSU_25290
NZ_CP015975.1,A8O17_RS12225,2317330,2317740,-,BSU_25300
NZ_CP015975.1,A8O17_RS12230,2317859,2318230,-,BSU_25310
NZ_CP015975.1,A8O17_RS12235,2318211,2318684,-,BSU_25320
NZ_CP015975.1,A8O17_RS12240,2318685,2320820,-,BSU_25330
NZ_CP015975.1,A8O17_RS12250,2320899,2321858,-,BSU_25340
NZ_CP015975.1,A8O17_RS12255,2321855,2323051,-,BSU_25350
NZ_CP015975.1,A8O17_RS12260,2323070,2323351,-,BSU_25360
NZ_CP015975.1,A8O17_RS12265,2323408,2323827,-,BSU_25370
NZ_CP015975.1,A8O17_RS12270,2323852,2324847,-,BSU_25380
NZ_CP015975.1,A8O17_RS12275,2324869,2326182,-,BSU_25390
NZ_CP015975.1,A8O17_RS12280,2326313,2326759,-,BSU_25400
NZ_CP015975.1,A8O17_RS12285,2326774,2326947,-,BSU_25410
NZ_CP015975.1,A8O17_RS12290,2327120,2328043,+,BSU_25420
NZ_CP015975.1,A8O17_RS12295,2328080,2329435,-,BSU_25430
NZ_CP015975.1,A8O17_RS12300,2329435,2330205,-,BSU_25440
NZ_CP015975.1,A8O17_RS12305,2330228,2331163,-,BSU_25450
NZ_CP015975.1,A8O17_RS12310,2331188,2332315,-,BSU_25460
NZ_CP015975.1,A8O17_RS12315,2332515,2334350,-,BSU_25470
NZ_CP015975.1,A8O17_RS12320,2334374,2334937,-,BSU_25480
NZ_CP015975.1,A8O17_RS12325,2335009,2336040,-,BSU_25490
NZ_CP015975.1,A8O17_RS12330,2336121,2337260,-,BSU_25500
NZ_CP015975.1,A8O17_RS12335,2337313,2339151,-,BSU_25510
NZ_CP015975.1,A8O17_RS12340,2339285,2339623,-,BSU_25520
NZ_CP015975.1,A8O17_RS12345,2339640,2340845,-,BSU_25530
